Marque,Libellé modèle,Modèle,Groupe,Description Commerciale,Energie,Carrosserie,Cylindrée,Gamme,Puissance fiscale,Puissance maximale,Puissance nominale électrique,Poids à vide,Rapport poids-puissance,Type de boite,Nombre rapports,Autonomie elec Min,Autonomie elec Max,Autonomie elec urbain Min,Autonomie elec urbain Max,Essai CO2 type 1,Essai HC,Essai Nox,Essai HCNox,Essai particules,Masse OM Min,Masse OM Max,Bonus-Malus,Barème Bonus-Malus,Prix véhicule,Conso basse vitesse Avg,Conso moyenne vitesse Avg,Conso haute vitesse Avg,Conso T-haute vitesse Avg,Conso vitesse mixte Avg,Conso elec Avg,CO2 basse vitesse Avg,CO2 moyenne vitesse Avg,CO2 haute vitesse Avg,CO2 T-haute vitesse Avg,CO2 vitesse mixte Avg
FORD,TRANSIT CUSTOM,TRANSIT CUSTOM,FORD,TRANSIT CUSTOM 2.0 EcoBlue (130ch) BVA6,GAZOLE,MINIBUS,1995,MOYENNE INFERIEURE,7,95.6,-1.0,2093,0.05,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.044,0.006,0.02,0.026,0.001,2168,2519,Malus,40000.0,52346,10.296,8.0125,7.2219999999999995,9.091000000000001,8.4555,-1.0,270.18,210.245,189.485,238.555,221.87
B.M.W.,SERIE 1,120,AUTRES,120d xDrive,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,10,140.0,-1.0,1515,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.071,-1.0,0.021,0.058,0.0,1590,1590,Malus,260.0,46988,6.948,5.3294999999999995,4.83,5.3725000000000005,5.4065,-1.0,182.10500000000002,139.635,126.525,140.76999999999998,141.65
SEAT,ATECA,ATECA,VGF,ATECA TDI (150ch) DSG7,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1452,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.036,0.012,0.027,0.037,0.0,1527,1527,Malus,280.0,40395,6.6240000000000006,4.798500000000001,4.287,5.2595,5.0475,-1.0,173.715,125.82,112.4,137.915,132.35
MERCEDES,CLASSE E,E 200,AUTRES,E 220 d,GAZOLE,COUPE,1950,LUXE,11,143.0,-1.0,1725,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.022,-1.0,0.029,0.035,0.001,1800,1800,Malus,1504.0,72300,7.377,5.7684999999999995,4.708,5.2615,5.476,-1.0,193.32999999999998,151.155,123.365,137.875,1420d xDrive Touring,GAZ+ELEC HNR,BREAK,1995,LUXE,10,140.0,0.0,1840,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.1,-1.0,0.019,0.048,0.0,1915,1915,Malus,13066.0,62188,6.985,5.9265,5.0045,5.641,5.682,-1.0,182.845,155.10500000000002,130.94,147.625,148.73.5
DACIA,SANDERO,SANDERO,RENAULT,SANDERO (91ch),ESSENCE,BERLINE,999,INFERIEURE,5,67.0,-1.0,1096,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.266,0.035,0.021,-1.0,-1.0,1171,1211,Malus,50.0,15900,6.6525,5.099,4.7915,6.448,5.6895,-1.0,150.93,115.555,108.565,146.26,129.0
MINI,MINI,MINI,B.M.W.,MINI Cooper Hatch 5P (F55),ESSENCE,BERLINE,1499,INFERIEURE,7,100.0,-1.0,1230,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.2,0.019,0.01,-1.0,0.001,1305,1305,Malus,125.0,33325,7.9785,5.745,5.049,6.023,5.926500000000001,-1.0,181.32,130.47,114.625,136.79500000000002,134.6
FIAT,PANDA,PANDA,STELLANTIS,PANDA 1.0 BSG (70ch),ESS+ELEC HNR,BERLINE,999,INFERIEURE,4,51.5,1.37,999,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.3,0.028,0.022,-1.0,-1.0,1074,1074,Neutre 0,11900.0,15940,5.338,4.623,4.2925,5.589499999999999,4.959,-1.0,121.39500000000001,105.08,97.52000000000001,127.145,112.75
MINI,MINI,MINI,B.M.W.,MINI John Cooper Works Hatch 3P (F56),ESSENCE,BERLINE,1998,INFERIEURE,13,170.0,-1.0,1275,0.13,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.227,0.016,0.01,-1.0,0.0,1350,1350,Malus,1629.0,40700,9.488499999999998,6.694,5.8205,6.807,6.837,-1.0,216.03,152.29000000000002,132.37,154.865,155.55
FORD,KUGA,KUGA,FORD,KUGA 2.5 Duratec I-AWD Hybrid (190ch),ESS+ELEC HNR,TS TERRAINS/CHEMINS,2488,MOYENNE INFERIEURE,8,112.0,29.0,1626,0.07,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.205,0.011,0.01,-1.0,-1.0,1701,1800,Neutre 0,11900.0,41512,8.6805,5.089499999999999,5.0024999999999995,6.062,5.8855,-1.0,199.13,116.61500000000001,114.61,138.96,134.9
CITROEN,C4,C4,STELLANTIS,C4 1.2 PureTech S&S (130ch) BVM6,ESSENCE,BERLINE,1199,MOYENNE INFERIEURE,7,96.0,-1.0,1247,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.334,0.024,0.023,-1.0,0.0,1322,1322,Neutre 0,-1.0,28938,6.352,5.3845,4.6425,5.7379999999999995,5.4105,-1.0,143.60500000000002,121.64500000000001,104.81,129.665,122.22999999999999
VOLKSWAGEN,PASSAT,PASSAT,VGF,PASSAT SW Alltrack 2.0 TDI (200ch) DSG7 4M bat mot ss+r 16/17'' rlt fbl résist DCC EU6AP FIA gnI,GAZOLE,BREAK,1968,MOYENNE SUPERIEURE,11,147.0,-1.0,1634,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.021,-1.0,0.038,0.049,0.0,1709,1709,Malus,1386.0,56873,8.0245,5.7015,4.8045,5.324,5.6,-1.0,210.26,149.375,125.855,139.475,146.72
MERCEDES,CLASSE C,C 220,AUTRES,C 220 d,GAZOLE,COUPE,1950,SUPERIEURE,11,143.0,-1.0,1575,0.09,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.059,-1.0,0.02,0.029,0.001,1650,1650,Malus,450.0,58600,6.7485,5.4075,4.5135,5.1025,5.202500000000001,-1.0,177.095,141.88,118.41499999999999,133.875,136.5
PEUGEOT,2008,2008,AUTRES,2008 1.5 BlueHDI (110ch) S&S BVM6,GAZOLE,TS TERRAINS/CHEMINS,1499,INFERIEURE,6,81.0,-1.0,1205,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.058,-1.0,0.046,0.052,0.001,1280,1280,Neutre 0,-1.0,28979,4.865,4.2415,4.018,5.231,4.606999999999999,-1.0,127.565,111.195,105.33500000000001,137.175,120.785
SKODA,SCALA,SCALA,VGF,Scala Ambition 1.0 TSI (110ch) DSG7 famille A,ESSENCE,BERLINE,999,MOYENNE INFERIEURE,6,81.0,-1.0,1176,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.169,0.025,0.035,-1.0,0.0,1251,1251,Malus,100.0,29705,7.6475,5.786,5.0920000000000005,5.8825,5.853999999999999,-1.0,173.63,131.29500000000002,115.515,133.495,132.85
DACIA,SANDERO,SANDERO,RENAULT,SANDERO (91ch),ESSENCE,BERLINE,999,INFERIEURE,5,67.0,-1.0,1073,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.241,0.036,0.029,-1.0,-1.0,1148,1186,Neutre 0,-1.0,15250,6.6675,4.939,4.5045,5.659000000000001,5.2905,-1.0,151.35500000000002,112.0,102.1,128.385,120.0
FORD,TOURNEO,TOURNEO CONNECT,FORD,TOURNEO CONNECT 1.5 EcoBlue (120ch) BVA8,GAZOLE,COMBISPACE,1499,INFERIEURE,6,88.0,-1.0,1699,0.05,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.04,0.005,0.022,0.027,0.0,1774,1889,Malus,2791.0,30993,7.112,5.9865,5.4535,7.000500000000001,6.332,-1.0,186.415,156.89999999999998,142.94,183.5,165.965
LEXUS,RX450H,RX,TOYOTA,RX 450h,ESS+ELEC HNR,TS TERRAINS/CHEMINS,3456,LUXE,16,193.0,71.5,2100,0.09,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.109,0.013,0.007,-1.0,0.0,2175,2175,Malus,15701.0,79890,8.255,6.691,6.8185,9.157499999999999,7.8134999999999994,-1.0,187.015,151.54500000000002,154.44,207.475,176.995
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 Caddy/Life/Style 2.0 TDI (122ch) DSG7,GAZOLE,COMBISPACE,1968,INFERIEURE,6,90.0,-1.0,1568,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.023,-1.0,0.038,0.059,0.0,1643,1643,Malus,240.0,37343,6.8225,5.079,4.574,5.5440000000000005,5.3205,-1.0,178.91500000000002,133.17000000000002,119.91499999999999,145.365,139.5
B.M.W.,SERIE 4,420,AUTRES,420d Gran Coupe,GAZ+ELEC HNR,BERLINE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1705,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.112,-1.0,0.017,0.045,0.0,1780,1780,Malus,11905.0,56383,6.4079999999999995,4.9655000000000005,4.5785,5.2155000000000005,5.127,-1.0,167.905,130.07,119.91,136.625,134.3
B.M.W.,SERIE 2,216,AUTRES,216d Gran Coupé,GAZOLE,BERLINE,1496,MOYENNE INFERIEURE,6,85.0,-1.0,1430,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.037,-1.0,0.019,0.039,0.0,1505,1505,Neutre 0,-1.0,41313,6.138,4.9225,4.265,4.9535,4.8925,-1.0,160.865,128.98,111.72999999999999,129.79500000000002,128.2
OPEL,CORSA,CORSA,STELLANTIS,CORSA (75ch),ESSENCE,BERLINE,1199,INFERIEURE,4,55.0,-1.0,980,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.475,0.034,0.012,-1.0,-1.0,1055,1055,Neutre 0,-1.0,19800,6.5015,5.2275,4.766,5.8305,5.468999999999999,-1.0,146.415,117.57499999999999,107.13499999999999,131.215,123.035
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1320,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.273,0.023,0.015,-1.0,0.0,1395,1395,Malus,240.0,37510,8.384,5.958,5.294499999999999,6.2865,6.193,-1.0,191.25,135.78,120.6,143.29000000000002,141.14999999999998
DS,DS 4,4,STELLANTIS,DS4 PureTech (220ch) BVA8,ESSENCE,BERLINE,1598,MOYENNE INFERIEURE,13,165.0,-1.0,1419,0.12,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.433,0.026,0.037,-1.0,0.0,1494,1494,Malus,898.0,46700,8.553,6.8355,6.0665,7.168,6.945,-1.0,193.45,154.47,137.01,162.01,156.95499999999998
RENAULT,MEGANE,MEGANE,RENAULT,MEGANE Estate (158ch),ESSENCE,BREAK,1332,MOYENNE INFERIEURE,8,116.0,-1.0,1353,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.243,0.013,0.019,-1.0,0.0,1428,1428,Malus,210.0,36050,8.158999999999999,5.968500000000001,5.134,6.122999999999999,6.0575,-1.0,184.67000000000002,134.98,116.04499999999999,138.47500000000002,137.0
MINI,MINI,COUNTRYMAN,B.M.W.,MINI John Cooper Works ALL4 Countryman (F60),ESSENCE,TS TERRAINS/CHEMINS,1998,INFERIEURE,19,225.0,-1.0,1605,0.14,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.314,0.012,0.012,-1.0,0.0,1680,1680,Malus,5715.0,51800,10.7595,7.85,6.84,7.849,7.9254999999999995,-1.0,245.59,179.07,155.97500000000002,179.04500000000002,180.8
TOYOTA,YARIS,YARIS,TOYOTA,Yaris 1.5L (116ch) Hybrid Dynamic Business Pack. Design,ESS+ELEC HNR,BERLINE,1490,INFERIEURE,5,68.0,37.0,1085,0.06,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.149,0.025,0.01,-1.0,-1.0,1160,1160,Neutre 0,11900.0,25263,3.219,3.327,3.9015000000000004,5.733499999999999,4.3435,-1.0,72.83500000000001,75.275,88.325,129.94,98.36
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,17,210.0,0.0,2190,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.141,-1.0,0.045,0.063,0.001,2265,2265,Malus,16598.0,77717,8.8525,6.77,6.1015,7.2095,6.997,-1.0,231.775,177.2,159.68,188.71,183.15
B.M.W.,SERIE X,X1,AUTRES,X1 xDrive23i,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1998,MOYENNE SUPERIEURE,11,150.0,10.5,1655,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.206,0.016,0.01,-1.0,0.0,1730,1730,Malus,11926.0,46050,9.567,6.8,5.878,6.8725000000000005,6.91,-1.0,215.845,153.31,132.48,154.95499999999998,155.8
SKODA,OCTAVIA,OCTAVIA,VGF,OCTAVIA Berline 1.5 TSI (150ch) BVM6,ESSENCE,BERLINE,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1290,0.09,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.21,0.023,0.016,-1.0,0.0,1365,1365,Neutre 0,-1.0,30465,7.814,5.7065,4.8565000000000005,5.5845,5.682,-1.0,176.70999999999998,128.95999999999998,109.705,126.185,128.4
DACIA,LODGY,LODGY,RENAULT,LODGY (130ch),ESS+G.P.L.,MONOSPACE COMPACT,1332,MOYENNE INFERIEURE,7,96.0,-1.0,1259,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.257,0.016,0.012,-1.0,0.003,1334,1386,Malus,125.0,17400,7.705,6.01,5.465,6.9399999999999995,6.395,-1.0,174.5,135.905,123.515,157.075,144.735
RENAULT,CAPTUR,CAPTUR,RENAULT,CAPTUR (140ch+0Kw),ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,INFERIEURE,7,103.0,0.0,1245,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.202,0.012,0.021,-1.0,0.0,1320,1320,Malus,11905.0,28967,7.188,5.5295000000000005,5.0915,6.3175,5.8945,-1.0,162.82,125.16999999999999,115.23,143.055,133.465
PEUGEOT,208,208,AUTRES,208 1.2 PureTech S&S (100ch) BVM6,ESSENCE,BERLINE,1199,INFERIEURE,5,74.0,-1.0,1090,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.509,0.022,0.014,-1.0,0.0,1165,1165,Neutre 0,-1.0,24256,6.5649999999999995,5.2,4.5184999999999995,5.431,5.254,-1.0,147.675,116.8,101.39,122.02000000000001,118.015
PEUGEOT,5008,5008,AUTRES,5008 1.5 BlueHDi FAP S&S (130ch) BVM6,GAZOLE,TS TERRAINS/CHEMINS,1499,MOYENNE INFERIEURE,7,96.0,-1.0,1515,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.052,-1.0,0.041,0.045,0.0,1590,1590,Malus,210.0,40770,5.312,4.877,4.5489999999999995,5.728,5.1355,-1.0,139.3,127.89,119.28,150.22500000000002,134.68
SKODA,OCTAVIA RS,OCTAVIA,VGF,OCTAVIA Combi RS 2.0 TSI (245ch) DSG7,ESSENCE,BERLINE,1984,MOYENNE SUPERIEURE,14,180.0,-1.0,1468,0.12,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.182,0.021,0.02,-1.0,0.0,1543,1543,Malus,2205.0,42700,10.738,7.0255,5.7555,6.3635,6.8934999999999995,-1.0,244.01999999999998,159.55,130.655,144.5,156.55
RENAULT,CLIO,CLIO,RENAULT,CLIO (91ch),ESSENCE,BERLINE,999,INFERIEURE,5,67.0,-1.0,1082,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.216,0.03,0.025,-1.0,-1.0,1157,1157,Neutre 0,-1.0,21183,6.9975000000000005,5.135,4.7115,5.8115000000000006,5.492,-1.0,158.405,116.125,106.51,131.48,124.235
MINI,MINI,MINI,B.M.W.,MINI Cooper Hatch 5P (F55),ESSENCE,BERLINE,1499,INFERIEURE,7,100.0,-1.0,1200,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.288,0.018,0.012,-1.0,0.0,1275,1275,Malus,170.0,29757,7.775,5.6875,5.0825,6.0120000000000005,5.894,-1.0,176.57,129.05,115.27000000000001,136.44,133.75
MERCEDES,VITO TOURER,VITO,AUTRES,VITO Tourer extra-long 116 CDI (163ch) Transmission intégrale 4x4 PTAC 3200kg,GAZOLE,MINIBUS,1950,MOYENNE INFERIEURE,9,120.0,-1.0,2050,0.06,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.027,-1.0,0.017,0.024,0.0,2125,2125,Malus,27722.0,47096,9.6775,8.076,7.18,8.449,8.1455,-1.0,254.26,212.175,188.625,221.98,214.0
B.M.W.,SERIE 1,116,AUTRES,116i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,6,80.0,-1.0,1320,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.179,0.019,0.011,-1.0,0.0,1395,1395,Malus,240.0,33960,8.1095,6.103,5.3645,6.2255,6.186,-1.0,185.13,139.26,122.37,142.04500000000002,141.15
B.M.W.,SERIE X,X4,AUTRES,X4 M40d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,SUPERIEURE,22,250.0,0.0,2020,0.12,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.122,-1.0,0.038,0.052,0.001,2095,2095,Malus,14896.0,79750,9.6045,6.748,6.0555,6.917,6.974500000000001,-1.0,251.53499999999997,176.66,158.505,181.07999999999998,182.6
SUZUKI,SX4,SX4,SUZUKI,SCROSS 1.5 DUALJET HYBRID,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1462,INFERIEURE,5,75.0,10.0,1290,0.06,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.225,0.044,0.013,-1.0,-1.0,1365,1365,Neutre 0,11900.0,36290,4.7605,4.7364999999999995,4.771000000000001,6.397,5.3395,-1.0,107.675,107.145,107.91999999999999,144.875,120.84
TOYOTA,COROLLA,COROLLA,TOYOTA,Corolla 2.0L Hybride (184ch) Berline Design / GR SPORT,ESS+ELEC HNR,BERLINE,1987,MOYENNE INFERIEURE,8,112.0,48.0,1340,0.08,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.188,0.022,0.004,-1.0,0.0,1415,1415,Neutre 0,11900.0,35530,4.725,4.3465,4.5634999999999994,6.222,5.129,-1.0,107.0,98.405,103.315,140.985,116.16499999999999
B.M.W.,SERIE 1,118,AUTRES,118d,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,8,110.0,-1.0,1405,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.185,-1.0,0.023,0.075,0.0,1480,1480,Neutre 0,-1.0,38110,5.9585,4.6675,4.423500000000001,5.0845,4.912,-1.0,155.965,122.08500000000001,115.685,133.02,128.5
B.M.W.,SERIE 1,116,AUTRES,116i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,6,80.0,-1.0,1320,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.179,0.019,0.011,-1.0,0.0,1395,1395,Malus,260.0,33960,8.1095,6.103,5.3645,6.2255,6.186,-1.0,185.13,139.26,122.37,142.04500000000002,141.15
MERCEDES,CLASSE S,S 400,AUTRES,S 400 d 4MATIC,GAZOLE,BERLINE,2925,LUXE,21,243.0,-1.0,1985,0.12,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.036,-1.0,0.034,0.057,0.0,2060,2060,Malus,10854.0,114725,10.8425,7.5024999999999995,5.7305,5.958,6.8535,-1.0,284.045,196.515,150.07999999999998,156.03,179.5
SEAT,ATECA,ATECA,VGF,ATECA TDI (150ch) DSG7,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1456,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.036,0.012,0.027,0.037,0.0,1531,1531,Malus,260.0,40423,6.6240000000000006,4.798500000000001,4.287,5.2595,5.0475,-1.0,173.715,125.82,112.4,137.915,132.35
VOLKSWAGEN,TIGUAN,TIGUAN,VGF,TIGUAN 2.0 TDI (150ch) DSG7 ess3 ss+r opt PAC 17/18'' rlt fbl résist EU6AP FIA LED gnI,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1556,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.026,-1.0,0.03,0.039,0.0,1631,1631,Malus,540.0,50136,7.431,5.3985,4.709,5.572,5.518000000000001,-1.0,194.70999999999998,141.425,123.36000000000001,145.975,144.565
B.M.W.,SERIE 2,218,AUTRES,218d Gran Coupé,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,8,110.0,-1.0,1470,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.178,-1.0,0.013,0.066,0.0,1545,1545,Malus,125.0,43563,6.6625,5.0395,4.5675,4.919499999999999,5.068,-1.0,174.44,131.87,119.48,128.72,132.6
RENAULT,CLIO,CLIO,RENAULT,CLIO (91ch+24Kw),ESS+ELEC HNR,BERLINE,1598,INFERIEURE,5,67.0,24.0,1266,0.05,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.445,0.022,0.002,-1.0,-1.0,1341,1341,Neutre 0,11900.0,25133,4.8195,4.0809999999999995,4.022,5.5125,4.6690000000000005,-1.0,108.41,91.69999999999999,90.36,124.09,105.0
VOLVO,XC60,XC60,GEELY,XC60 B4 AWD (190ch) Geartronic 8,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1969,SUPERIEURE,11,145.0,8.0,1837,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.246,-1.0,0.031,0.059,0.0,1912,1912,Malus,13058.0,63730,7.274,6.507,5.5794999999999995,6.5605,6.342499999999999,-1.0,190.445,170.315,145.985,171.71499999999997,166.0
RENAULT,MEGANE,MEGANE,RENAULT,MEGANE Berline (140ch),ESSENCE,BERLINE,1332,MOYENNE INFERIEURE,7,103.0,-1.0,1214,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.183,0.013,0.01,-1.0,0.0,1289,1289,Malus,125.0,29775,7.514,5.8435,5.127,6.1815,5.965,-1.0,170.14,132.24,115.995,139.91,135.0
FORD,TOURNEO,TOURNEO CONNECT,FORD,TOURNEO CONNECT 1.5 EcoBlue (120ch) BVA8,GAZOLE,COMBISPACE,1499,INFERIEURE,6,88.0,-1.0,1708,0.05,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.04,0.005,0.022,0.027,0.0,1783,1952,Malus,3569.0,30993,7.112,5.9865,5.4535,7.000500000000001,6.332,-1.0,186.415,156.89999999999998,142.94,183.5,165.965
MINI,MINI,MINI,B.M.W.,MINI Cooper S Hatch 3P (F56),ESSENCE,BERLINE,1998,INFERIEURE,9,131.0,-1.0,1225,0.11,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.188,0.016,0.009,-1.0,0.001,1300,1300,Malus,330.0,36800,8.636500000000002,6.0805,5.257,6.2509999999999994,6.2275,-1.0,196.345,138.16,119.4,142.04,141.5
VOLVO,XC60,XC60,GEELY,XC60 T6 AWD (190ch) Geartronic 8,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1969,SUPERIEURE,11,145.0,8.0,1794,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.302,0.013,0.029,-1.0,0.0,1869,1869,Malus,12646.0,55030,11.7935,7.4030000000000005,6.543,7.874,7.888999999999999,-1.0,267.81,167.935,148.375,178.655,179.0
FORD,PUMA,PUMA,FORD,PUMA 1.0 EcoBoost Hybrid (125ch) S&S DCT-7 (mHEV) Powershift,ESS+ELEC HNR,TS TERRAINS/CHEMINS,999,INFERIEURE,6,91.9,7.3,1259,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.377,0.042,0.023,-1.0,0.001,1334,1455,Malus,11903.0,30214,7.454,5.3325,5.0225,6.4615,5.92,-1.0,169.04500000000002,120.755,113.7,146.45499999999998,134.125
B.M.W.,SERIE 4,420,AUTRES,420i Cabriolet,ESSENCE,CABRIOLET,1998,MOYENNE SUPERIEURE,10,135.0,-1.0,1690,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.237,0.022,0.018,-1.0,0.0,1765,1765,Malus,1172.0,60100,9.614,7.192,6.1285,6.896,7.082,-1.0,219.4,164.03,139.70499999999998,157.245,161.5
VOLKSWAGEN,TIGUAN,TIGUAN,VGF,TIGUAN ALLSPACE R-Line 2.0 TDI (150ch) DSG7 ess6 ss+r opt PAC 19/20'' rlt fbl résist EU6AP FIB,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1679,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.026,-1.0,0.029,0.039,0.0,1754,1754,Malus,1761.0,52000,8.1645,5.978,5.379,6.5655,6.293,-1.0,213.925,156.6,140.91000000000003,172.015,164.865
VOLVO,XC90,XC90,GEELY,XC90 B5 AWD 7PL (235ch) Geatronic 8,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1969,LUXE,13,173.0,8.0,2095,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.254,-1.0,0.043,0.071,0.001,2170,2170,Malus,15664.0,74800,8.6035,7.062,6.185499999999999,7.2585,7.067,-1.0,225.325,184.865,161.875,190.03,185.0
B.M.W.,SERIE 1,118,AUTRES,118d,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,8,110.0,-1.0,1430,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.171,-1.0,0.013,0.062,0.0,1505,1505,Malus,50.0,40410,6.3919999999999995,5.033,4.5985,5.17,5.128500000000001,-1.0,167.35000000000002,131.695,120.29499999999999,135.28,134.2
VOLKSWAGEN,GOLF,GOLF,VGF,GOLF 2.0 TDI (150ch) DSG7 ess ar Mbr ss+r 16'' EU6AP FIA gnI,GAZOLE,BERLINE,1968,MOYENNE INFERIEURE,8,110.0,-1.0,1366,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.028,-1.0,0.028,0.037,0.0,1441,1441,Neutre 0,-1.0,35558,6.4915,4.4635,3.726,4.2385,4.4265,-1.0,170.14499999999998,116.965,97.63499999999999,111.075,116.0
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1430,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.312,0.031,0.016,-1.0,0.0,1505,1505,Malus,540.0,42517,8.927,6.59,5.7565,6.877000000000001,6.746499999999999,-1.0,203.09500000000003,149.79000000000002,130.78,156.335,153.35
