Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
FORD;KUGA;KUGA;FORD;"KUGA 2.5 Duratec I-AWD Hybrid (190ch)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";2488;"MOYENNE INFERIEURE";8;112,000;29,000;1626;0,07;"VARIATION CONTINUE";0;8,272;9,089;4,611;5,568;4,506;5,499;5,589;6,535;5,413;6,358;;;;;;;189,73;208,53;105,62;127,61;103,19;126,03;128,09;149,83;124,03;145,77;0,205;0,011;0,010;;;1701;1800;Malus;11906;41512
MERCEDES;"CLASSE E";"E 200";AUTRES;"E 220 d";GAZOLE;CABRIOLET;1950;LUXE;11;143,000;;1795;0,08;AUTOMATIQUE;9;6,986;7,768;5,397;6,140;4,277;5,139;4,652;5,871;4,999;5,953;;;;;;;183,07;203,59;141,41;160,90;112,07;134,66;121,90;153,85;131,00;156,00;0,022;;0,029;0,035;0,001;1870;1870;Malus;1774;70950
B.M.W.;M4;M4;AUTRES;"M4 Competition Coupé";ESSENCE;COUPE;2993;LUXE;41;375,000;;1725;0,22;AUTOMATIQUE;8;14,903;15,200;9,763;9,915;8,194;8,412;8,836;9,049;9,635;9,848;;;;;;;338,94;345,85;221,92;225,53;186,20;191,31;200,81;205,80;219,00;224,00;0,206;0,013;0,017;;0,000;1800;1800;Malus;39964;104550
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI One Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;5;75,000;;1390;0,05;MECANIQUE;6;8,102;8,406;5,966;6,711;5,235;6,075;6,132;7,135;6,084;6,891;;;;;;;185,14;191,95;136,30;153,18;119,59;138,63;140,10;162,88;139,00;157,30;0,136;0,016;0,008;;0,000;1465;1465;Malus;360;32880
NISSAN;QASHQAI;QASHQAI;NISSAN;"Mild Hybrid (158ch) Xtronic i-4x4 N-CONNECTA/TEKNA/TEKNA PLUS";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;"MOYENNE SUPERIEURE";8;116,000;0,000;1457;0,08;"VARIATION CONTINUE";1;8,385;9,648;6,561;6,950;5,795;6,272;7,164;7,663;6,781;7,353;;;;;;;189,30;217,95;148,00;156,87;130,66;141,53;161,65;173,02;153,00;166,00;0,312;0,015;0,024;;0,000;1532;1532;Malus;11933;42920
RENAULT;TRAFIC;TRAFIC;RENAULT;"TRAFIC (149ch)";GAZOLE;MINIBUS;1997;"MOYENNE SUPERIEURE";8;110,000;;1962;0,06;MECANIQUE;6;7,667;9,108;6,543;7,479;5,846;6,710;7,497;8,316;6,817;7,756;;;;;;;201,26;239,12;171,74;196,32;153,44;176,13;196,79;218,31;178,92;203,60;0,040;;0,038;0,045;0,000;2037;2037;Malus;12381;41350
KIA;PROCEED;PROCEED;HYUNDAI;"PROCEED GT 1.6 essence T-GDi (204ch) ISG DCT7";ESSENCE;BERLINE;1591;"MOYENNE INFERIEURE";11;150,000;;1363;0,11;AUTOMATIQUE;7;;8,553;;6,691;;5,919;;6,953;;6,794;;;;;;;;193,62;;151,26;;133,70;;157,21;;153,60;0,570;0,028;0,010;;0,000;1438;1438;Malus;1386;37790
PEUGEOT;2008;2008;AUTRES;"2008 1.6 BlueHDi (130ch) S&S BVA6";GAZOLE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;7;96,000;;1270;0,08;AUTOMATIQUE;8;5,567;5,724;4,569;5,111;4,236;4,820;5,239;5,995;4,837;5,417;;;;;;;146,00;150,11;119,79;134,04;111,06;126,39;137,38;157,23;126,83;142,05;0,050;;0,053;0,058;0,000;1345;1345;Malus;190;33910
B.M.W.;"SERIE X";IX3;AUTRES;iX3;ELECTRIC;"TS TERRAINS/CHEMINS";0;LUXE;6;;80,000;2180;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;185,000;194,000;462,000;441,000;601,000;583,500;;;;;;;;;;;;;;;;2255;2255;"Neutre 0";-6000;74000
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue (130ch) BVA6";GAZOLE;MINIBUS;1995;"MOYENNE INFERIEURE";7;95,600;;2093;0,05;AUTOMATIQUE;6;9,504;11,088;7,384;8,641;6,672;7,772;8,621;9,561;7,886;9,025;;;;;;;249,37;290,99;193,74;226,75;175,04;203,93;226,20;250,91;206,90;236,84;0,044;0,006;0,020;0,026;0,001;2168;2519;Malus;40000;52346
B.M.W.;"SERIE 1";120;AUTRES;"120d xDrive";GAZOLE;BERLINE;1995;"MOYENNE INFERIEURE";10;140,000;;1515;0,09;AUTOMATIQUE;8;6,777;7,119;5,018;5,641;4,413;5,247;4,767;5,978;4,977;5,836;;;;;;;177,63;186,58;131,48;147,79;115,61;137,44;124,91;156,63;130,40;152,90;0,071;;0,021;0,058;0,000;1590;1590;Malus;260;46988
SEAT;ATECA;ATECA;VGF;"ATECA TDI (150ch) DSG7";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";8;110,000;;1452;0,08;AUTOMATIQUE;7;6,482;6,766;4,423;5,174;3,801;4,773;4,582;5,937;4,562;5,533;;;;;;;169,97;177,46;115,96;135,68;99,64;125,16;120,13;155,70;119,60;145,10;0,036;0,012;0,027;0,037;0,000;1527;1527;Malus;280;40395
MERCEDES;"CLASSE E";"E 200";AUTRES;"E 220 d";GAZOLE;COUPE;1950;LUXE;11;143,000;;1725;0,08;AUTOMATIQUE;9;6,986;7,768;5,397;6,140;4,277;5,139;4,652;5,871;4,999;5,953;;;;;;;183,07;203,59;141,41;160,90;112,07;134,66;121,90;153,85;131,00;156,00;0,022;;0,029;0,035;0,001;1800;1800;Malus;1504;72300
DACIA;SANDERO;SANDERO;RENAULT;"SANDERO (91ch)";ESSENCE;BERLINE;999;INFERIEURE;5;67,000;;1096;0,06;MECANIQUE;6;6,590;6,715;4,998;5,200;4,673;4,910;6,261;6,635;5,558;5,821;;;;;;;149,51;152,35;113,25;117,86;105,87;111,26;142,00;150,52;126,00;132,00;0,266;0,035;0,021;;;1171;1211;Malus;50;15900
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1230;0,08;AUTOMATIQUE;7;7,726;8,231;5,369;6,121;4,581;5,517;5,361;6,685;5,437;6,416;;;;;;;175,61;187,03;121,95;138,99;104,02;125,23;121,76;151,83;123,50;145,70;0,200;0,019;0,010;;0,001;1305;1305;Malus;125;33325
FIAT;PANDA;PANDA;STELLANTIS;"PANDA 1.0 BSG (70ch)";"ESS+ELEC HNR";BERLINE;999;INFERIEURE;4;51,500;1,370;999;0,05;MECANIQUE;6;5,548;5,128;4,466;4,780;3,999;4,586;5,018;6,161;4,662;5,256;;;;;;;126,23;116,56;101,53;108,63;90,86;104,18;114,13;140,16;106,00;119,50;0,300;0,028;0,022;;;1074;1074;"Neutre 0";11900;15940
MINI;MINI;MINI;B.M.W.;"MINI John Cooper Works Hatch 3P (F56)";ESSENCE;BERLINE;1998;INFERIEURE;13;170,000;;1275;0,13;AUTOMATIQUE;8;9,293;9,684;6,409;6,979;5,535;6,106;6,444;7,170;6,536;7,138;;;;;;;211,58;220,48;145,81;158,77;125,87;138,87;146,60;163,13;148,70;162,40;0,227;0,016;0,010;;0,000;1350;1350;Malus;1629;40700
FORD;KUGA;KUGA;FORD;"KUGA 2.5 Duratec I-AWD Hybrid (190ch)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";2488;"MOYENNE INFERIEURE";8;112,000;29,000;1626;0,07;"VARIATION CONTINUE";0;8,272;9,089;4,611;5,568;4,506;5,499;5,589;6,535;5,413;6,358;;;;;;;189,73;208,53;105,62;127,61;103,19;126,03;128,09;149,83;124,03;145,77;0,205;0,011;0,010;;;1701;1800;"Neutre 0";11900;41512
CITROEN;C4;C4;STELLANTIS;"C4 1.2 PureTech S&S (130ch) BVM6";ESSENCE;BERLINE;1199;"MOYENNE INFERIEURE";7;96,000;;1247;0,08;MECANIQUE;6;6,091;6,613;5,136;5,633;4,413;4,872;5,432;6,044;5,146;5,675;;;;;;;137,65;149,56;115,98;127,31;99,58;110,04;122,70;136,63;116,20;128,26;0,334;0,024;0,023;;0,000;1322;1322;"Neutre 0";;28938
VOLKSWAGEN;PASSAT;PASSAT;VGF;"PASSAT SW Alltrack 2.0 TDI (200ch) DSG7 4M bat mot ss+r 16/17'' rlt fbl résist DCC EU6AP FIA gnI";GAZOLE;BREAK;1968;"MOYENNE SUPERIEURE";11;147,000;;1634;0,09;AUTOMATIQUE;7;7,813;8,236;5,442;5,961;4,462;5,147;4,866;5,782;5,251;5,949;;;;;;;204,72;215,80;142,57;156,18;116,88;134,83;127,47;151,48;137,57;155,87;0,021;;0,038;0,049;0,000;1709;1709;Malus;1386;56873
MERCEDES;"CLASSE C";"C 220";AUTRES;"C 220 d";GAZOLE;COUPE;1950;SUPERIEURE;11;143,000;;1575;0,09;AUTOMATIQUE;9;6,433;7,064;5,058;5,757;4,193;4,834;4,683;5,522;4,841;5,564;;;;;;;168,79;185,40;132,68;151,08;109,98;126,85;122,83;144,92;127,00;146,00;0,059;;0,020;0,029;0,001;1650;1650;Malus;450;58600
PEUGEOT;2008;2008;AUTRES;"2008 1.5 BlueHDI (110ch) S&S BVM6";GAZOLE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;6;81,000;;1205;0,07;MECANIQUE;6;4,697;5,033;3,991;4,492;3,719;4,317;4,824;5,638;4,297;4,917;;;;;;;123,16;131,97;104,61;117,78;97,47;113,20;126,49;147,86;112,64;128,93;0,058;;0,046;0,052;0,001;1280;1280;"Neutre 0";;28979
SKODA;SCALA;SCALA;VGF;"Scala Ambition 1.0 TSI (110ch) DSG7 famille A";ESSENCE;BERLINE;999;"MOYENNE INFERIEURE";6;81,000;;1176;0,07;AUTOMATIQUE;7;7,420;7,875;5,399;6,173;4,697;5,487;5,307;6,458;5,419;6,289;;;;;;;168,50;178,76;122,54;140,05;106,58;124,45;120,45;146,54;123,00;142,70;0,169;0,025;0,035;;0,000;1251;1251;Malus;100;29705
KIA;SPORTAGE;SPORTAGE;HYUNDAI;"SPORTAGE 1.6T-GDi (180ch) / Electrique (60ch) BVA6 4x4 Système hybride (230ch)";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";10;132,400;22,300;1830;0,07;AUTOMATIQUE;6;;;;;;;;;;1,121;;169,000;;70,000;;78,000;;;;;;;;;;25,47;0,118;0,010;0,006;;0,000;1905;1905;"Bonus 1000";;48490
DACIA;SANDERO;SANDERO;RENAULT;"SANDERO (91ch)";ESSENCE;BERLINE;999;INFERIEURE;5;67,000;;1073;0,06;MECANIQUE;6;6,698;6,637;4,739;5,139;4,316;4,693;5,424;5,894;5,112;5,469;;;;;;;152,10;150,61;107,50;116,50;97,87;106,33;123,09;133,68;116,00;124,00;0,241;0,036;0,029;;;1148;1186;"Neutre 0";;15250
FORD;TOURNEO;"TOURNEO CONNECT";FORD;"TOURNEO CONNECT 1.5 EcoBlue (120ch) BVA8";GAZOLE;COMBISPACE;1499;INFERIEURE;6;88,000;;1699;0,05;AUTOMATIQUE;8;6,544;7,680;5,464;6,509;4,951;5,956;6,442;7,559;5,797;6,867;;;;;;;171,51;201,32;143,20;170,60;129,76;156,12;168,85;198,15;151,93;180,00;0,040;0,005;0,022;0,027;0,000;1774;1889;Malus;2791;30993
LEXUS;RX450H;RX;TOYOTA;"RX 450h";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";3456;LUXE;16;193,000;71,500;2100;0,09;"VARIATION CONTINUE";0;8,021;8,489;6,516;6,866;6,613;7,024;8,860;9,455;7,578;8,049;;;;;;;181,52;192,51;147,43;155,66;149,63;159,25;200,53;214,42;171,48;182,51;0,109;0,013;0,007;;0,000;2175;2175;Malus;15701;79890
VOLKSWAGEN;CADDY;CADDY;VGF;"CADDY 5 Caddy/Life/Style 2.0 TDI (122ch) DSG7";GAZOLE;COMBISPACE;1968;INFERIEURE;6;90,000;;1568;0,06;AUTOMATIQUE;7;6,541;7,104;4,749;5,409;4,182;4,966;4,977;6,111;4,894;5,747;;;;;;;171,53;186,30;124,51;141,83;109,63;130,20;130,48;160,25;128,30;150,70;0,023;;0,038;0,059;0,000;1643;1643;Malus;240;37343
B.M.W.;"SERIE 4";420;AUTRES;"420d Gran Coupe";"GAZ+ELEC HNR";BERLINE;1995;"MOYENNE SUPERIEURE";10;140,000;0,000;1705;0,08;AUTOMATIQUE;8;6,167;6,649;4,631;5,300;4,252;4,905;4,814;5,617;4,784;5,470;;;;;;;161,59;174,22;121,30;138,84;111,35;128,47;126,10;147,15;125,30;143,30;0,112;;0,017;0,045;0,000;1780;1780;Malus;11905;56383
B.M.W.;"SERIE 2";216;AUTRES;"216d Gran Coupé";GAZOLE;BERLINE;1496;"MOYENNE INFERIEURE";6;85,000;;1430;0,06;AUTOMATIQUE;7;5,896;6,380;4,650;5,195;3,844;4,686;4,266;5,641;4,431;5,354;;;;;;;154,53;167,20;121,83;136,13;100,69;122,77;111,76;147,83;116,10;140,30;0,037;;0,019;0,039;0,000;1505;1505;"Neutre 0";;41313
OPEL;CORSA;CORSA;STELLANTIS;"CORSA (75ch)";ESSENCE;BERLINE;1199;INFERIEURE;4;55,000;;980;0,06;MECANIQUE;5;6,311;6,692;4,844;5,611;4,380;5,152;5,361;6,300;5,080;5,858;;;;;;;142,16;150,67;108,96;126,19;98,46;115,81;120,65;141,78;114,29;131,78;0,475;0,034;0,012;;;1055;1055;"Neutre 0";;19800
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1320;0,08;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;0,000;1395;1395;Malus;240;37510
DS;"DS 4";4;STELLANTIS;"DS4 PureTech (220ch) BVA8";ESSENCE;BERLINE;1598;"MOYENNE INFERIEURE";13;165,000;;1419;0,12;AUTOMATIQUE;8;8,232;8,874;6,374;7,297;5,596;6,537;6,593;7,743;6,459;7,431;;;;;;;186,24;200,66;144,07;164,87;126,40;147,62;149,03;174,99;146,00;167,91;0,433;0,026;0,037;;0,000;1494;1494;Malus;898;46700
MERCEDES;"CLASSE S";"S 580";AUTRES;"S 580 e 4MATIC";"ELEC+ESSENC HR";BERLINE;2999;LUXE;25;270,000;55,000;2345;0,12;AUTOMATIQUE;9;;;;;;;;;0,573;0,773;199,360;224,060;119,700;102,600;117,300;102,200;;;;;;;;;12,99;17,52;0,221;0,012;0,005;;0,000;2420;2420;"Neutre 0";;82525
RENAULT;MEGANE;MEGANE;RENAULT;"MEGANE Estate (158ch)";ESSENCE;BREAK;1332;"MOYENNE INFERIEURE";8;116,000;;1353;0,09;AUTOMATIQUE;7;8,151;8,167;5,746;6,191;4,945;5,323;5,919;6,327;5,880;6,235;;;;;;;184,50;184,84;129,95;140,01;111,77;120,32;133,87;143,08;133,00;141,00;0,243;0,013;0,019;;0,000;1428;1428;Malus;210;36050
RENAULT;"MEGANE E-TECH ELECTRIC";MEGANE;RENAULT;"MEGANE (55Kw)";ELECTRIC;BERLINE;0;ECONOMIQUE;4;;55,000;1636;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;146,100;172,700;486,000;395,000;596,200;495,200;;;;;;;;;;;;;;;;1711;1711;"Bonus 4000";-6000;43632
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI John Cooper Works ALL4 Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1998;INFERIEURE;19;225,000;;1605;0,14;AUTOMATIQUE;8;10,473;11,046;7,576;8,124;6,498;7,182;7,448;8,250;7,584;8,267;;;;;;;239,15;252,03;172,92;185,22;148,27;163,68;169,99;188,10;173,10;188,50;0,314;0,012;0,012;;0,000;1680;1680;Malus;5715;51800
TOYOTA;YARIS;YARIS;TOYOTA;"Yaris 1.5L (116ch) Hybrid Dynamic Business Pack. Design";"ESS+ELEC HNR";BERLINE;1490;INFERIEURE;5;68,000;37,000;1085;0,06;"VARIATION CONTINUE";0;2,783;3,655;2,887;3,767;3,411;4,392;4,922;6,545;3,757;4,930;;;;;;;62,95;82,72;65,30;85,25;77,20;99,45;111,53;148,35;85,05;111,67;0,149;0,025;0,010;;;1160;1160;"Neutre 0";11900;25263
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive30d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;LUXE;17;210,000;0,000;2190;0,10;AUTOMATIQUE;8;8,821;8,884;6,274;7,266;5,579;6,624;6,588;7,831;6,510;7,484;;;;;;;230,96;232,59;164,21;190,19;146,00;173,36;172,43;204,99;170,40;195,90;0,141;;0,045;0,063;0,001;2265;2265;Malus;16598;77717
B.M.W.;"SERIE X";X1;AUTRES;"X1 xDrive23i";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1998;"MOYENNE SUPERIEURE";11;150,000;10,500;1655;0,09;AUTOMATIQUE;7;9,319;9,815;6,372;7,228;5,435;6,321;6,222;7,523;6,422;7,398;;;;;;;210,26;221,43;143,65;162,97;122,49;142,47;140,27;169,64;144,80;166,80;0,206;0,016;0,010;;0,000;1730;1730;Malus;11926;46050
SKODA;OCTAVIA;OCTAVIA;VGF;"OCTAVIA Berline 1.5 TSI (150ch) BVM6";ESSENCE;BERLINE;1498;"MOYENNE SUPERIEURE";8;110,000;;1290;0,09;MECANIQUE;6;7,565;8,063;5,280;6,133;4,372;5,341;4,770;6,399;5,124;6,240;;;;;;;171,13;182,29;119,35;138,57;98,78;120,63;107,78;144,59;115,80;141,00;0,210;0,023;0,016;;0,000;1365;1365;"Neutre 0";;30465
DACIA;LODGY;LODGY;RENAULT;"LODGY (130ch)";ESS+G.P.L.;"MONOSPACE COMPACT";1332;"MOYENNE INFERIEURE";7;96,000;;1259;0,08;MECANIQUE;6;7,450;7,960;5,910;6,110;5,340;5,590;6,680;7,200;6,210;6,580;;;;;;;168,72;180,28;133,61;138,20;120,65;126,38;151,11;163,04;140,50;148,97;0,257;0,016;0,012;;0,003;1334;1386;Malus;125;17400
RENAULT;CAPTUR;CAPTUR;RENAULT;"CAPTUR (140ch+0Kw)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;INFERIEURE;7;103,000;0,000;1245;0,08;MECANIQUE;6;7,002;7,374;5,339;5,720;4,908;5,275;6,114;6,521;5,702;6,087;;;;;;;158,60;167,04;120,86;129,48;111,06;119,40;138,44;147,67;129,10;137,83;0,202;0,012;0,021;;0,000;1320;1320;Malus;11905;28967
PEUGEOT;208;208;AUTRES;"208 1.2 PureTech S&S (100ch) BVM6";ESSENCE;BERLINE;1199;INFERIEURE;5;74,000;;1090;0,07;MECANIQUE;6;6,330;6,800;4,814;5,586;4,148;4,889;4,932;5,930;4,853;5,655;;;;;;;142,39;152,96;108,10;125,50;93,04;109,74;110,76;133,28;108,97;127,06;0,509;0,022;0,014;;0,000;1165;1165;"Neutre 0";;24256
PEUGEOT;5008;5008;AUTRES;"5008 1.5 BlueHDi FAP S&S (130ch) BVM6";GAZOLE;"TS TERRAINS/CHEMINS";1499;"MOYENNE INFERIEURE";7;96,000;;1515;0,06;MECANIQUE;6;4,873;5,751;4,406;5,348;4,093;5,005;5,174;6,282;4,644;5,627;;;;;;;127,78;150,82;115,53;140,25;107,32;131,24;135,68;164,77;121,78;147,58;0,052;;0,041;0,045;0,000;1590;1590;Malus;210;40770
SKODA;"OCTAVIA RS";OCTAVIA;VGF;"OCTAVIA Combi RS 2.0 TSI (245ch) DSG7";ESSENCE;BERLINE;1984;"MOYENNE SUPERIEURE";14;180,000;;1468;0,12;AUTOMATIQUE;7;10,458;11,018;6,730;7,321;5,450;6,061;5,900;6,827;6,537;7,250;;;;;;;237,70;250,34;152,87;166,23;123,76;137,55;134,01;154,99;148,50;164,60;0,182;0,021;0,020;;0,000;1543;1543;Malus;2205;42700
RENAULT;CLIO;CLIO;RENAULT;"CLIO (91ch)";ESSENCE;BERLINE;999;INFERIEURE;5;67,000;;1082;0,06;MECANIQUE;6;6,654;7,341;4,846;5,424;4,420;5,003;5,407;6,216;5,154;5,830;;;;;;;150,62;166,19;109,58;122,67;99,90;113,12;122,30;140,66;116,57;131,90;0,216;0,030;0,025;;;1157;1157;"Neutre 0";;21183
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1200;0,08;MECANIQUE;6;7,636;7,914;5,264;6,111;4,652;5,513;5,357;6,667;5,424;6,364;;;;;;;173,36;179,78;119,36;138,74;105,42;125,12;121,47;151,41;123,00;144,50;0,288;0,018;0,012;;0,000;1275;1275;Malus;170;29757
MERCEDES;"VITO TOURER";VITO;AUTRES;"VITO Tourer extra-long 116 CDI (163ch) Transmission intégrale 4x4 PTAC 3200kg";GAZOLE;MINIBUS;1950;"MOYENNE INFERIEURE";9;120,000;;2050;0,06;AUTOMATIQUE;9;8,534;10,821;7,120;9,032;6,249;8,111;7,448;9,450;7,156;9,135;;;;;;;224,20;284,32;187,04;237,31;164,16;213,09;195,67;248,29;188,00;240,00;0,027;;0,017;0,024;0,000;2125;2125;Malus;27722;47096
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1320;0,06;MECANIQUE;6;7,870;8,349;5,676;6,530;4,824;5,905;5,453;6,998;5,626;6,746;;;;;;;179,70;190,56;129,55;148,97;110,05;134,69;124,43;159,66;128,40;153,90;0,179;0,019;0,011;;0,000;1395;1395;Malus;240;33960
B.M.W.;"SERIE X";X4;AUTRES;"X4 M40d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;SUPERIEURE;22;250,000;0,000;2020;0,12;AUTOMATIQUE;8;8,918;10,291;6,453;7,043;5,655;6,456;6,358;7,476;6,501;7,448;;;;;;;233,54;269,53;168,94;184,38;148,01;169,00;166,43;195,73;170,20;195,00;0,122;;0,038;0,052;0,001;2095;2095;Malus;14896;79750
SUZUKI;SX4;SX4;SUZUKI;"SCROSS 1.5 DUALJET HYBRID";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1462;INFERIEURE;5;75,000;10,000;1290;0,06;AUTOMATIQUE;6;4,596;4,925;4,640;4,833;4,674;4,868;6,281;6,513;5,227;5,452;;;;;;;103,96;111,39;104,97;109,32;105,74;110,10;142,26;147,49;118,30;123,38;0,225;0,044;0,013;;;1365;1365;"Neutre 0";11900;36290
TOYOTA;COROLLA;COROLLA;TOYOTA;"Corolla 2.0L Hybride (184ch) Berline Design / GR SPORT";"ESS+ELEC HNR";BERLINE;1987;"MOYENNE INFERIEURE";8;112,000;48,000;1340;0,08;"VARIATION CONTINUE";0;4,325;5,125;3,973;4,720;4,149;4,978;5,621;6,823;4,659;5,599;;;;;;;97,95;116,05;89,96;106,85;93,94;112,69;127,37;154,60;105,52;126,81;0,188;0,022;0,004;;0,000;1415;1415;"Neutre 0";11900;35530
B.M.W.;"SERIE 1";118;AUTRES;118d;GAZOLE;BERLINE;1995;"MOYENNE INFERIEURE";8;110,000;;1405;0,08;MECANIQUE;6;5,700;6,217;4,244;5,091;3,987;4,860;4,449;5,720;4,431;5,393;;;;;;;149,19;162,74;110,99;133,18;104,25;127,12;116,36;149,68;115,90;141,10;0,185;;0,023;0,075;0,000;1480;1480;"Neutre 0";;38110
MERCEDES;"CLASSE GLC";"GLC 300";AUTRES;"GLC 300 de 4MATIC";"ELEC+GAZOLE HR";"TS TERRAINS/CHEMINS";1950;SUPERIEURE;11;143,000;60,000;2060;0,07;AUTOMATIQUE;9;;;;;;;;;1,631;1,951;163,200;204,300;46,300;42,400;49,000;44,700;;;;;;;;;42,78;51,17;0,034;;0,028;0,032;0,001;2135;2135;"Neutre 0";3350;77775
B.M.W.;"SERIE 1";116;AUTRES;116i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";6;80,000;;1320;0,06;MECANIQUE;6;7,870;8,349;5,676;6,530;4,824;5,905;5,453;6,998;5,626;6,746;;;;;;;179,70;190,56;129,55;148,97;110,05;134,69;124,43;159,66;128,40;153,90;0,179;0,019;0,011;;0,000;1395;1395;Malus;260;33960
MERCEDES;"CLASSE S";"S 400";AUTRES;"S 400 d 4MATIC";GAZOLE;BERLINE;2925;LUXE;21;243,000;;1985;0,12;AUTOMATIQUE;9;10,533;11,152;7,226;7,779;5,371;6,090;5,524;6,392;6,491;7,216;;;;;;;275,93;292,16;189,27;203,76;140,65;159,51;144,65;167,41;170,00;189,00;0,036;;0,034;0,057;0,000;2060;2060;Malus;10854;114725
SEAT;ATECA;ATECA;VGF;"ATECA TDI (150ch) DSG7";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";8;110,000;;1456;0,08;AUTOMATIQUE;7;6,482;6,766;4,423;5,174;3,801;4,773;4,582;5,937;4,562;5,533;;;;;;;169,97;177,46;115,96;135,68;99,64;125,16;120,13;155,70;119,60;145,10;0,036;0,012;0,027;0,037;0,000;1531;1531;Malus;260;40423
HYUNDAI;KONA;KONA;HYUNDAI;"KONA electric 64 kWh";ELECTRIC;"TS TERRAINS/CHEMINS";0;INFERIEURE;3;;28,000;1685;0,00;"VARIATION ELECTRIQUE";1;;;;;;;;;;;;147,000;;484,000;;660,000;;;;;;;;;;;;;;;;1760;1760;"Bonus 6000";-6000;44425
VOLKSWAGEN;TIGUAN;TIGUAN;VGF;"TIGUAN 2.0 TDI (150ch) DSG7 ess3 ss+r opt PAC 17/18'' rlt fbl résist EU6AP FIA LED gnI";GAZOLE;"TS TERRAINS/CHEMINS";1968;"MOYENNE SUPERIEURE";8;110,000;;1556;0,07;AUTOMATIQUE;7;7,218;7,644;5,117;5,680;4,371;5,047;5,121;6,023;5,168;5,868;;;;;;;189,13;200,29;134,06;148,79;114,51;132,21;134,16;157,79;135,40;153,73;0,026;;0,030;0,039;0,000;1631;1631;Malus;540;50136
B.M.W.;"SERIE 2";218;AUTRES;"218d Gran Coupé";GAZOLE;BERLINE;1995;"MOYENNE INFERIEURE";8;110,000;;1470;0,07;AUTOMATIQUE;8;6,352;6,973;4,672;5,407;4,154;4,981;4,422;5,417;4,648;5,488;;;;;;;166,32;182,56;122,25;141,49;108,65;130,31;115,69;141,75;121,60;143,60;0,178;;0,013;0,066;0,000;1545;1545;Malus;125;43563
